Turning Movement Count,
15 Minute Counts,
DATE,TIME,INTID,NBL,NBT,NBR,SBL,SBT,SBR,EBL,EBT,EBR,WBL,WBT,WBR
11/21/2025,="0530",5,1,13,11,3,34,18,2,0,3,11,1,2,
11/21/2025,="0545",5,1,12,13,1,41,28,2,6,5,27,3,3,
11/21/2025,="0600",5,4,25,26,6,33,27,1,7,3,24,2,7,
11/21/2025,="0615",5,5,22,30,8,53,42,0,3,5,17,1,7,
11/21/2025,="0630",5,8,18,34,5,87,56,3,7,4,26,3,4,
11/21/2025,="0645",5,5,37,50,20,129,71,4,11,12,17,2,14,
11/21/2025,="0700",5,12,75,55,27,194,52,4,0,15,38,3,19,
11/21/2025,="0715",5,16,119,52,22,231,34,6,0,38,40,6,31,
11/21/2025,="0730",5,24,150,63,15,244,22,5,0,34,54,14,25,
11/21/2025,="0745",5,22,106,39,22,231,36,14,4,25,53,10,20,
11/21/2025,="0800",5,23,108,46,10,196,8,15,0,20,38,13,19,
11/21/2025,="0815",5,12,81,41,10,177,25,13,0,22,69,25,11,
11/21/2025,="0830",5,20,107,24,10,160,21,11,2,24,44,7,20,
11/21/2025,="0845",5,21,92,29,13,190,23,10,7,21,20,9,15,
11/21/2025,="0900",5,19,121,29,10,163,16,9,9,26,23,9,17,
11/21/2025,="0915",5,15,92,33,4,120,22,13,9,25,25,6,14,
11/21/2025,="0930",5,15,90,32,7,174,14,31,5,27,27,10,20,
11/21/2025,="0945",5,16,107,41,21,164,16,37,4,30,33,8,17,
11/21/2025,="1000",5,17,152,47,18,176,21,50,7,31,44,8,22,
11/21/2025,="1015",5,15,118,34,10,171,17,40,5,32,28,8,21,
11/21/2025,="1030",5,22,132,25,10,163,15,34,5,34,32,16,33,
11/21/2025,="1045",5,30,138,24,8,146,19,36,9,25,38,14,15,
11/21/2025,="1100",5,20,148,30,13,174,15,32,7,31,28,13,24,
11/21/2025,="1115",5,31,177,30,9,171,8,35,10,23,38,17,20,
11/21/2025,="1130",5,28,185,30,13,171,9,23,7,27,31,12,35,
11/21/2025,="1145",5,33,166,31,12,187,14,39,4,31,25,19,38,
11/21/2025,="1200",5,19,197,24,9,191,16,37,5,41,39,10,24,
11/21/2025,="1215",5,33,180,27,13,157,20,27,7,23,41,14,23,
11/21/2025,="1230",5,32,183,27,7,175,17,16,0,28,51,6,31,
11/21/2025,="1245",5,26,164,27,13,171,20,18,4,32,42,12,28,
11/21/2025,="1300",5,32,182,33,12,146,16,23,2,33,46,16,29,
11/21/2025,="1315",5,18,194,18,11,175,20,35,7,21,51,9,22,
11/21/2025,="1330",5,22,167,28,11,164,22,35,4,30,63,21,29,
11/21/2025,="1345",5,14,179,29,20,154,32,21,1,30,37,14,31,
11/21/2025,="1400",5,28,188,50,22,128,30,16,4,18,71,15,27,
11/21/2025,="1415",5,26,172,42,19,171,18,20,7,35,53,13,32,
11/21/2025,="1430",5,30,212,47,14,143,23,18,3,19,55,13,34,
11/21/2025,="1445",5,34,198,38,19,147,48,25,6,44,69,16,43,
11/21/2025,="1500",5,46,240,60,7,153,40,18,10,32,57,21,51,
11/21/2025,="1515",5,21,210,55,13,102,40,24,8,25,40,14,38,
11/21/2025,="1530",5,44,197,52,18,95,40,28,6,18,59,12,37,
11/21/2025,="1545",5,40,187,47,26,113,39,41,1,24,97,10,29,
11/21/2025,="1600",5,42,196,47,42,109,34,15,4,25,87,17,38,
11/21/2025,="1615",5,33,205,51,29,105,35,28,5,18,146,21,42,
11/21/2025,="1630",5,21,228,35,22,170,22,11,4,24,58,15,27,
11/21/2025,="1645",5,31,256,31,13,180,23,11,0,29,48,20,49,
11/21/2025,="1700",5,39,214,33,12,159,35,12,1,28,68,13,35,
11/21/2025,="1715",5,13,131,91,20,132,43,6,3,23,39,19,22,
11/21/2025,="1730",5,22,103,95,18,127,82,8,1,14,37,6,22,
11/21/2025,="1745",5,24,104,98,17,74,78,9,5,18,29,7,21,
11/21/2025,="1800",5,14,99,84,21,66,70,10,9,20,38,3,23,
11/21/2025,="1815",5,16,98,95,19,90,86,10,3,14,24,1,16,
11/21/2025,="1830",5,13,87,64,6,60,80,5,0,14,28,6,13,
11/21/2025,="1845",5,15,86,69,7,57,56,3,5,10,23,5,23,
11/21/2025,="1900",5,13,98,76,11,62,68,1,6,8,19,3,17,
11/21/2025,="1915",5,13,53,56,7,52,61,4,3,11,27,5,14,
11/21/2025,="1930",5,11,64,50,11,38,49,6,1,7,24,4,9,
11/21/2025,="1945",5,7,56,55,3,32,40,4,3,11,15,11,10,
11/21/2025,="2000",5,6,63,51,5,37,47,6,3,9,12,3,10,
11/21/2025,="2015",5,5,46,45,6,36,28,6,2,5,12,3,12,
11/21/2025,="2030",5,9,42,40,2,31,36,3,1,2,18,4,12,
11/21/2025,="2045",5,11,41,39,9,38,40,3,2,11,14,7,1,
11/21/2025,="2100",5,4,42,27,3,34,37,0,2,9,16,2,4,
11/21/2025,="2115",5,7,33,26,1,24,24,0,2,2,13,1,3,
11/21/2025,="2130",5,12,34,30,1,21,25,4,2,2,10,3,2,
11/21/2025,="2145",5,7,43,26,4,20,30,1,3,1,9,2,8,
11/21/2025,="2200",5,8,37,44,1,26,37,3,1,3,8,1,4,
11/21/2025,="2215",5,6,26,22,2,17,23,0,0,0,5,6,4,
11/21/2025,="2230",5,6,21,21,3,9,19,2,0,6,5,3,5,
11/21/2025,="2245",5,3,22,21,2,11,16,0,1,3,7,3,1,
11/21/2025,="2300",5,5,20,16,1,8,10,0,0,0,9,4,2,
11/21/2025,="2315",5,1,15,13,0,3,12,0,0,0,5,0,1,
11/21/2025,="2330",5,3,17,10,0,5,5,0,0,1,2,0,1,
11/21/2025,="2345",5,2,10,14,0,8,6,0,0,0,1,0,1,
11/22/2025,="0000",5,1,8,11,0,3,2,0,0,0,0,0,3,
11/22/2025,="0015",5,2,12,9,0,2,9,1,0,0,0,2,2,
11/22/2025,="0030",5,0,8,7,0,5,2,0,0,0,3,0,1,
11/22/2025,="0045",5,1,6,5,1,3,1,0,0,0,1,1,0,
11/22/2025,="0100",5,1,6,7,0,6,4,1,0,0,3,0,1,
11/22/2025,="0115",5,2,7,9,0,5,3,0,0,0,1,0,0,
11/22/2025,="0130",5,0,2,7,1,2,6,0,0,0,0,0,0,
11/22/2025,="0145",5,0,4,6,0,3,0,0,0,0,1,0,0,
11/22/2025,="0200",5,0,4,5,0,4,5,0,0,0,1,0,0,
11/22/2025,="0215",5,0,2,0,0,3,1,0,0,0,1,0,0,
11/22/2025,="0230",5,0,1,3,0,0,3,0,0,0,2,0,0,
11/22/2025,="0245",5,0,3,1,0,1,3,0,0,0,1,0,0,
11/22/2025,="0300",5,0,3,0,0,3,3,0,0,1,0,0,0,
11/22/2025,="0315",5,0,1,1,0,0,4,0,0,1,0,0,0,
11/22/2025,="0330",5,0,3,5,0,0,4,0,0,0,1,0,1,
11/22/2025,="0345",5,0,2,0,0,3,7,0,0,0,1,0,0,
11/22/2025,="0400",5,0,1,1,0,2,1,1,0,0,2,0,0,
11/22/2025,="0415",5,0,1,0,0,1,3,0,0,0,0,0,0,
11/22/2025,="0430",5,0,4,3,0,5,10,0,1,2,4,0,0,
11/22/2025,="0445",5,0,2,5,0,3,9,0,1,0,1,0,0,
11/22/2025,="0500",5,2,4,9,0,7,9,0,1,0,2,0,1,
11/22/2025,="0515",5,0,3,6,1,5,4,1,0,2,2,1,0,
11/22/2025,="0530",5,1,5,3,1,6,8,0,1,0,1,1,0,
11/22/2025,="0545",5,0,7,3,1,11,9,0,0,0,2,0,2,
11/22/2025,="0600",5,0,7,12,0,9,12,1,0,0,2,0,1,
11/22/2025,="0615",5,2,8,7,2,25,19,2,1,3,3,1,0,
11/22/2025,="0630",5,4,14,8,3,28,31,2,1,5,8,1,6,
11/22/2025,="0645",5,7,20,6,5,52,7,4,4,5,9,3,5,
11/22/2025,="0700",5,5,43,5,4,48,5,0,0,2,6,1,3,
11/22/2025,="0715",5,6,36,5,5,61,8,2,0,3,8,2,4,
11/22/2025,="0730",5,5,45,9,2,68,4,0,0,0,5,7,11,
11/22/2025,="0745",5,13,54,9,5,89,8,4,0,7,13,5,19,
11/22/2025,="0800",5,7,54,11,9,81,3,3,0,5,22,10,15,
11/22/2025,="0815",5,14,53,8,7,95,11,4,0,5,17,4,11,
11/22/2025,="0830",5,11,61,9,9,139,10,1,0,4,25,4,12,
11/22/2025,="0845",5,10,108,21,10,140,11,15,0,18,41,7,26,
11/22/2025,="0900",5,16,76,17,4,163,10,8,2,14,14,7,14,
11/22/2025,="0915",5,11,96,15,3,153,11,9,2,18,29,6,19,
11/22/2025,="0930",5,14,107,19,4,157,9,11,0,15,17,4,26,
11/22/2025,="0945",5,12,125,26,15,163,11,8,0,12,24,6,15,
11/22/2025,="1000",5,15,127,20,8,165,10,11,3,16,29,6,27,
11/22/2025,="1015",5,13,118,26,17,141,12,9,0,20,27,14,14,
11/22/2025,="1030",5,23,132,13,9,158,11,10,1,28,18,11,25,
11/22/2025,="1045",5,18,123,22,8,181,11,10,1,21,38,8,23,
11/22/2025,="1100",5,16,167,22,13,194,16,10,0,23,29,11,26,
11/22/2025,="1115",5,25,149,20,15,149,15,15,0,12,35,13,21,
11/22/2025,="1130",5,19,123,26,7,181,14,13,0,14,28,6,20,
11/22/2025,="1145",5,31,136,24,13,161,15,12,0,9,32,4,27,
11/22/2025,="1200",5,24,113,24,16,179,10,6,0,8,39,11,14,
11/22/2025,="1215",5,33,141,18,11,173,6,17,0,26,35,16,26,
11/22/2025,="1230",5,27,145,21,11,182,20,8,0,23,28,6,22,
11/22/2025,="1245",5,17,166,24,11,190,15,12,0,8,21,6,18,
11/22/2025,="1300",5,19,134,19,13,142,20,16,0,11,18,19,17,
11/22/2025,="1315",5,15,161,18,12,142,11,10,0,17,38,8,32,
11/22/2025,="1330",5,20,134,17,8,156,13,11,1,13,24,16,27,
11/22/2025,="1345",5,19,148,21,6,154,9,12,0,18,29,11,28,
11/22/2025,="1400",5,21,126,27,12,171,18,14,0,18,24,5,22,
11/22/2025,="1415",5,14,134,22,6,142,11,16,0,4,34,10,27,
11/22/2025,="1430",5,15,123,25,12,148,11,8,0,5,23,7,18,
11/22/2025,="1445",5,16,154,17,10,139,9,10,0,11,36,12,20,
11/22/2025,="1500",5,21,128,15,7,161,11,3,0,7,24,4,23,
11/22/2025,="1515",5,19,114,17,7,139,11,11,0,8,33,8,37,
11/22/2025,="1530",5,21,128,18,9,152,9,8,0,12,27,11,21,
11/22/2025,="1545",5,20,132,14,10,141,14,5,0,19,20,15,12,
11/22/2025,="1600",5,17,113,20,13,165,12,3,0,13,30,9,16,
11/22/2025,="1615",5,22,127,16,7,133,17,7,0,18,30,5,24,
11/22/2025,="1630",5,21,113,19,14,169,12,7,0,12,27,10,21,
11/22/2025,="1645",5,15,106,31,16,173,8,7,4,21,23,2,19,
11/22/2025,="1700",5,11,118,21,20,198,22,0,1,17,25,8,5,
11/22/2025,="1715",5,13,88,37,12,120,32,3,4,25,25,12,10,
11/22/2025,="1730",5,17,59,61,16,107,74,9,6,17,21,6,14,
11/22/2025,="1745",5,12,70,61,13,69,65,8,8,11,26,7,29,
11/22/2025,="1800",5,18,66,64,7,67,57,2,2,15,33,2,13,
11/22/2025,="1815",5,15,98,105,9,44,58,4,0,10,31,7,22,
11/22/2025,="1830",5,23,103,85,12,42,48,3,3,10,29,7,28,
11/22/2025,="1845",5,17,97,80,11,45,47,12,3,12,22,6,13,
11/22/2025,="1900",5,12,67,53,18,42,47,5,2,7,21,10,23,
11/22/2025,="1915",5,17,68,72,11,46,29,6,5,9,11,6,8,
11/22/2025,="1930",5,17,57,59,3,30,43,3,3,7,13,7,9,
11/22/2025,="1945",5,6,41,54,7,24,30,3,1,4,15,3,18,
11/22/2025,="2000",5,17,58,55,4,36,31,2,3,7,10,3,15,
11/22/2025,="2015",5,13,50,55,8,36,31,2,4,7,16,3,19,
11/22/2025,="2030",5,9,33,40,3,25,35,5,3,6,15,6,9,
11/22/2025,="2045",5,8,27,36,3,33,25,2,0,4,6,0,10,
11/22/2025,="2100",5,5,45,37,2,29,23,3,1,5,12,2,7,
11/22/2025,="2115",5,7,37,38,1,28,22,4,0,3,11,1,5,
11/22/2025,="2130",5,6,30,31,4,24,26,3,1,2,8,0,0,
11/22/2025,="2145",5,12,20,26,3,24,22,1,0,0,8,1,3,
11/22/2025,="2200",5,7,24,29,1,35,18,1,3,3,8,1,2,
11/22/2025,="2215",5,5,32,21,1,21,13,1,0,2,6,1,6,
11/22/2025,="2230",5,2,22,31,2,18,9,1,1,2,8,1,3,
11/22/2025,="2245",5,2,20,16,0,11,10,0,0,1,3,1,1,
11/22/2025,="2300",5,1,16,24,1,7,6,0,0,0,1,0,0,
11/22/2025,="2315",5,2,14,9,0,15,10,0,0,0,6,1,1,
11/22/2025,="2330",5,1,9,12,0,3,8,0,0,2,2,1,0,
11/22/2025,="2345",5,2,11,12,0,6,8,0,1,1,2,0,2,
11/16/2025,="0000",3,*,22,14,*,5,9,1,70,*,15,76,*,
11/16/2025,="0015",3,*,18,1,*,1,0,1,57,*,9,78,*,
11/16/2025,="0030",3,*,21,9,*,0,0,2,62,*,8,53,*,
11/16/2025,="0045",3,*,23,8,*,2,1,3,34,*,12,50,*,
11/16/2025,="0100",3,*,11,15,*,1,0,0,40,*,7,56,*,
11/16/2025,="0115",3,*,12,13,*,0,0,0,35,*,4,41,*,
11/16/2025,="0130",3,*,14,7,*,2,0,0,35,*,9,26,*,
11/16/2025,="0145",3,*,14,0,*,0,0,0,19,*,6,27,*,
11/16/2025,="0200",3,*,7,2,*,0,0,1,26,*,8,24,*,
11/16/2025,="0215",3,*,4,9,*,2,0,0,18,*,11,29,*,
11/16/2025,="0230",3,*,4,6,*,0,0,0,18,*,3,30,*,
11/16/2025,="0245",3,*,4,0,*,0,0,0,16,*,0,16,*,
11/16/2025,="0300",3,*,5,0,*,0,1,0,21,*,2,18,*,
11/16/2025,="0315",3,*,4,2,*,0,0,0,5,*,3,22,*,
11/16/2025,="0330",3,*,6,4,*,0,0,1,17,*,4,11,*,
11/16/2025,="0345",3,*,6,0,*,0,1,1,10,*,3,16,*,
11/16/2025,="0400",3,*,5,7,*,1,0,2,9,*,1,12,*,
11/16/2025,="0415",3,*,3,0,*,0,0,0,17,*,3,8,*,
11/16/2025,="0430",3,*,3,0,*,0,0,0,17,*,6,11,*,
11/16/2025,="0445",3,*,5,3,*,0,0,2,34,*,1,4,*,
11/16/2025,="0500",3,*,8,5,*,0,0,0,12,*,5,11,*,
11/16/2025,="0515",3,*,4,6,*,2,0,5,16,*,0,9,*,
11/16/2025,="0530",3,*,20,11,*,0,0,4,45,*,8,12,*,
11/16/2025,="0545",3,*,8,6,*,2,2,4,45,*,7,7,*,
11/16/2025,="0600",3,*,5,6,*,1,1,1,16,*,3,10,*,
11/16/2025,="0615",3,*,6,2,*,0,1,1,27,*,4,14,*,
11/16/2025,="0630",3,*,17,4,*,1,0,6,64,*,5,14,*,
11/16/2025,="0645",3,*,13,11,*,3,0,7,65,*,3,17,*,
11/16/2025,="0700",3,*,9,6,*,4,5,5,50,*,4,28,*,
11/16/2025,="0715",3,*,15,10,*,6,6,10,60,*,11,41,*,
11/16/2025,="0730",3,*,15,10,*,4,7,8,73,*,6,30,*,
11/16/2025,="0745",3,*,10,20,*,4,6,6,71,*,4,34,*,
11/16/2025,="0800",3,*,13,20,*,5,7,5,80,*,9,38,*,
11/16/2025,="0815",3,*,11,18,*,3,11,8,92,*,4,31,*,
11/16/2025,="0830",3,*,15,31,*,7,7,26,112,*,9,50,*,
11/16/2025,="0845",3,*,14,41,*,7,11,62,123,*,6,51,*,
11/16/2025,="0900",3,*,22,38,*,25,29,36,155,*,12,66,*,
11/16/2025,="0915",3,*,27,36,*,8,16,48,174,*,15,65,*,
11/16/2025,="0930",3,*,30,28,*,26,12,35,198,*,20,84,*,
11/16/2025,="0945",3,*,24,60,*,13,11,28,221,*,12,111,*,
11/16/2025,="1000",3,*,32,74,*,27,20,29,226,*,24,90,*,
11/16/2025,="1015",3,*,25,65,*,14,24,31,227,*,18,93,*,
11/16/2025,="1030",3,*,28,70,*,20,22,36,253,*,15,113,*,
11/16/2025,="1045",3,*,36,119,*,16,28,33,288,*,21,111,*,
11/16/2025,="1100",3,*,35,117,*,21,40,34,218,*,18,122,*,
11/16/2025,="1115",3,*,39,63,*,74,31,35,266,*,24,137,*,
11/16/2025,="1130",3,*,39,115,*,23,33,32,258,*,20,172,*,
11/16/2025,="1145",3,*,46,69,*,25,39,22,216,*,38,172,*,
11/16/2025,="1200",3,*,47,43,*,20,28,41,235,*,30,147,*,
11/16/2025,="1215",3,*,32,50,*,22,34,27,275,*,33,223,*,
11/16/2025,="1230",3,*,58,90,*,24,32,32,215,*,26,185,*,
11/16/2025,="1245",3,*,55,72,*,36,42,55,247,*,42,203,*,
11/16/2025,="1300",3,*,49,76,*,44,46,41,219,*,31,231,*,
11/16/2025,="1315",3,*,50,49,*,58,51,45,262,*,38,214,*,
11/16/2025,="1330",3,*,51,48,*,27,41,35,268,*,35,230,*,
11/16/2025,="1345",3,*,63,81,*,33,40,28,255,*,28,191,*,
11/16/2025,="1400",3,*,51,53,*,44,36,38,238,*,27,249,*,
11/16/2025,="1415",3,*,58,67,*,52,42,21,187,*,30,254,*,
11/16/2025,="1430",3,*,59,46,*,17,52,41,217,*,31,262,*,
11/16/2025,="1445",3,*,60,44,*,25,45,42,204,*,34,242,*,
11/16/2025,="1500",3,*,60,42,*,23,48,38,181,*,29,241,*,
11/16/2025,="1515",3,*,49,93,*,34,41,38,224,*,30,258,*,
11/16/2025,="1530",3,*,101,67,*,59,56,46,210,*,34,199,*,
11/16/2025,="1545",3,*,56,31,*,48,54,28,227,*,43,203,*,
11/16/2025,="1600",3,*,65,62,*,30,32,49,208,*,38,214,*,
11/16/2025,="1615",3,*,41,56,*,45,40,81,245,*,47,225,*,
11/16/2025,="1630",3,*,75,100,*,20,50,46,194,*,36,221,*,
11/16/2025,="1645",3,*,61,91,*,26,48,42,203,*,24,235,*,
11/16/2025,="1700",3,*,49,84,*,39,45,47,188,*,34,213,*,
11/16/2025,="1715",3,*,62,73,*,33,43,37,214,*,51,206,*,
11/16/2025,="1730",3,*,47,52,*,40,48,31,252,*,48,231,*,
11/16/2025,="1745",3,*,65,53,*,22,48,40,201,*,32,191,*,
11/16/2025,="1800",3,*,60,39,*,59,53,35,228,*,47,225,*,
11/16/2025,="1815",3,*,63,34,*,27,49,35,230,*,53,244,*,
11/16/2025,="1830",3,*,85,51,*,21,65,72,212,*,52,248,*,
11/16/2025,="1845",3,*,85,50,*,22,65,34,235,*,34,256,*,
11/16/2025,="1900",3,*,90,45,*,23,84,46,191,*,50,210,*,
11/16/2025,="1915",3,*,64,47,*,14,55,34,219,*,53,286,*,
11/16/2025,="1930",3,*,73,47,*,30,56,48,151,*,50,219,*,
11/16/2025,="1945",3,*,56,34,*,16,55,31,180,*,57,251,*,
11/16/2025,="2000",3,*,63,22,*,20,39,39,178,*,41,204,*,
11/16/2025,="2015",3,*,61,32,*,21,48,36,174,*,38,193,*,
11/16/2025,="2030",3,*,65,27,*,15,45,25,154,*,53,168,*,
11/16/2025,="2045",3,*,57,21,*,14,29,28,128,*,42,166,*,
11/16/2025,="2100",3,*,40,20,*,22,45,27,121,*,25,159,*,
11/16/2025,="2115",3,*,48,32,*,9,40,33,118,*,47,138,*,
11/16/2025,="2130",3,*,28,32,*,21,46,25,143,*,23,156,*,
11/16/2025,="2145",3,*,48,23,*,14,21,18,96,*,24,110,*,
11/16/2025,="2200",3,*,28,16,*,6,21,18,85,*,16,126,*,
11/16/2025,="2215",3,*,37,23,*,13,19,16,79,*,22,89,*,
11/16/2025,="2230",3,*,31,5,*,21,26,10,68,*,18,95,*,
11/16/2025,="2245",3,*,22,18,*,11,15,12,82,*,21,79,*,
11/16/2025,="2300",3,*,23,17,*,14,15,10,45,*,21,72,*,
11/16/2025,="2315",3,*,14,22,*,4,16,7,55,*,20,82,*,
11/16/2025,="2330",3,*,19,17,*,6,6,5,40,*,6,58,*,
11/16/2025,="2345",3,*,16,3,*,5,11,5,39,*,5,37,*,
11/17/2025,="0000",3,*,13,3,*,1,13,2,39,*,11,42,*,
11/17/2025,="0015",3,*,12,4,*,1,3,0,36,*,3,43,*,
11/17/2025,="0030",3,*,16,9,*,0,0,0,32,*,7,30,*,
11/17/2025,="0045",3,*,8,2,*,0,0,0,19,*,1,19,*,
11/17/2025,="0100",3,*,4,0,*,0,0,0,18,*,1,20,*,
11/17/2025,="0115",3,*,6,5,*,0,0,0,13,*,4,28,*,
11/17/2025,="0130",3,*,2,5,*,0,0,0,17,*,0,11,*,
11/17/2025,="0145",3,*,2,1,*,0,0,0,6,*,2,16,*,
11/17/2025,="0200",3,*,2,1,*,0,1,0,12,*,2,11,*,
11/17/2025,="0215",3,*,1,0,*,0,0,0,14,*,0,9,*,
11/17/2025,="0230",3,*,7,1,*,0,0,0,12,*,1,4,*,
11/17/2025,="0245",3,*,5,0,*,2,1,0,14,*,0,4,*,
11/17/2025,="0300",3,*,2,1,*,0,0,0,4,*,1,8,*,
11/17/2025,="0315",3,*,1,0,*,0,0,0,12,*,1,8,*,
11/17/2025,="0330",3,*,0,0,*,2,0,0,11,*,4,4,*,
11/17/2025,="0345",3,*,2,1,*,0,0,0,22,*,2,6,*,
11/17/2025,="0400",3,*,2,3,*,0,0,0,11,*,2,6,*,
11/17/2025,="0415",3,*,5,0,*,1,1,0,18,*,5,9,*,
11/17/2025,="0430",3,*,8,8,*,0,0,1,38,*,5,7,*,
11/17/2025,="0445",3,*,2,3,*,0,0,1,33,*,1,7,*,
11/17/2025,="0500",3,*,8,2,*,1,1,1,37,*,4,5,*,
11/17/2025,="0515",3,*,12,0,*,0,1,2,54,*,8,9,*,
11/17/2025,="0530",3,*,16,13,*,0,2,2,87,*,7,5,*,
11/17/2025,="0545",3,*,14,20,*,2,0,2,110,*,5,12,*,
11/17/2025,="0600",3,*,6,17,*,1,0,1,104,*,6,26,*,
11/17/2025,="0615",3,*,11,16,*,0,1,2,135,*,10,29,*,
11/17/2025,="0630",3,*,39,26,*,1,0,5,199,*,7,47,*,
11/17/2025,="0645",3,*,29,30,*,6,1,6,208,*,20,71,*,
11/17/2025,="0700",3,*,26,20,*,7,5,14,259,*,16,87,*,
11/17/2025,="0715",3,*,34,44,*,4,9,12,271,*,27,96,*,
11/17/2025,="0730",3,*,66,45,*,9,12,7,351,*,40,108,*,
11/17/2025,="0745",3,*,56,97,*,9,14,20,368,*,20,130,*,
11/17/2025,="0800",3,*,37,95,*,19,14,19,395,*,23,120,*,
11/17/2025,="0815",3,*,40,149,*,15,11,14,368,*,19,122,*,
11/17/2025,="0830",3,*,43,134,*,10,17,12,360,*,27,161,*,
11/17/2025,="0845",3,*,50,120,*,13,12,16,319,*,40,154,*,
11/17/2025,="0900",3,*,39,128,*,12,17,14,307,*,26,117,*,
11/17/2025,="0915",3,*,44,102,*,11,17,15,328,*,20,124,*,
11/17/2025,="0930",3,*,48,107,*,10,17,13,279,*,27,112,*,
11/17/2025,="0945",3,*,46,111,*,12,15,39,281,*,34,159,*,
11/17/2025,="1000",3,*,43,108,*,31,24,86,258,*,24,147,*,
11/17/2025,="1015",3,*,40,66,*,11,17,21,246,*,24,118,*,
11/17/2025,="1030",3,*,39,70,*,11,17,33,305,*,24,144,*,
11/17/2025,="1045",3,*,43,105,*,35,25,25,237,*,25,137,*,
11/17/2025,="1100",3,*,40,138,*,38,26,33,256,*,19,150,*,
11/17/2025,="1115",3,*,45,127,*,37,24,16,231,*,30,169,*,
11/17/2025,="1130",3,*,45,60,*,36,20,22,231,*,30,170,*,
11/17/2025,="1145",3,*,44,63,*,13,40,27,245,*,32,191,*,
11/17/2025,="1200",3,*,50,62,*,27,32,24,184,*,30,168,*,
11/17/2025,="1215",3,*,49,54,*,19,21,25,252,*,38,194,*,
11/17/2025,="1230",3,*,49,76,*,12,37,16,201,*,34,167,*,
11/17/2025,="1245",3,*,62,61,*,27,30,19,266,*,34,197,*,
11/17/2025,="1300",3,*,66,59,*,14,28,32,218,*,34,167,*,
11/17/2025,="1315",3,*,58,56,*,22,42,24,213,*,45,215,*,
11/17/2025,="1330",3,*,55,61,*,17,34,22,240,*,34,187,*,
11/17/2025,="1345",3,*,54,61,*,20,28,28,236,*,44,185,*,
11/17/2025,="1400",3,*,42,64,*,15,26,24,250,*,38,211,*,
11/17/2025,="1415",3,*,60,58,*,21,51,25,202,*,25,185,*,
11/17/2025,="1430",3,*,54,37,*,14,34,16,235,*,26,214,*,
11/17/2025,="1445",3,*,55,56,*,28,38,31,229,*,39,187,*,
11/17/2025,="1500",3,*,47,57,*,68,46,26,240,*,40,259,*,
11/17/2025,="1515",3,*,74,76,*,40,42,41,228,*,38,234,*,
11/17/2025,="1530",3,*,62,68,*,42,27,45,261,*,28,186,*,
11/17/2025,="1545",3,*,79,59,*,50,48,39,204,*,30,233,*,
11/17/2025,="1600",3,*,65,89,*,20,51,30,234,*,35,242,*,
11/17/2025,="1615",3,*,66,101,*,39,56,32,232,*,37,228,*,
11/17/2025,="1630",3,*,57,98,*,50,47,30,219,*,47,266,*,
11/17/2025,="1645",3,*,57,82,*,29,47,24,196,*,45,263,*,
11/17/2025,="1700",3,*,71,43,*,17,73,47,211,*,40,245,*,
11/17/2025,="1715",3,*,54,55,*,50,48,39,214,*,52,258,*,
11/17/2025,="1730",3,*,54,58,*,28,45,31,226,*,40,262,*,
11/17/2025,="1745",3,*,65,77,*,58,47,21,253,*,46,270,*,
11/17/2025,="1800",3,*,83,45,*,39,87,18,250,*,57,261,*,
11/17/2025,="1815",3,*,74,44,*,56,60,32,220,*,86,270,*,
11/17/2025,="1830",3,*,118,37,*,24,69,69,260,*,52,279,*,
11/17/2025,="1845",3,*,106,90,*,46,83,40,235,*,66,291,*,
11/17/2025,="1900",3,*,87,60,*,23,81,46,250,*,48,293,*,
11/17/2025,="1915",3,*,88,53,*,33,88,65,259,*,73,284,*,
11/17/2025,="1930",3,*,89,38,*,34,62,44,225,*,64,296,*,
11/17/2025,="1945",3,*,81,48,*,36,74,30,236,*,60,261,*,
11/17/2025,="2000",3,*,92,41,*,12,49,26,189,*,65,227,*,
11/17/2025,="2015",3,*,42,43,*,11,45,19,201,*,51,212,*,
11/17/2025,="2030",3,*,45,37,*,18,47,38,147,*,36,264,*,
11/17/2025,="2045",3,*,49,36,*,14,40,47,135,*,65,208,*,
11/17/2025,="2100",3,*,59,15,*,16,62,22,178,*,47,192,*,
11/17/2025,="2115",3,*,49,28,*,17,44,27,144,*,42,192,*,
11/17/2025,="2130",3,*,38,23,*,15,26,27,147,*,36,144,*,
11/17/2025,="2145",3,*,43,25,*,19,30,21,105,*,24,166,*,
11/17/2025,="2200",3,*,29,15,*,20,22,19,77,*,32,141,*,
11/17/2025,="2215",3,*,33,17,*,14,33,27,83,*,21,133,*,
11/17/2025,="2230",3,*,19,17,*,14,24,14,75,*,16,111,*,
11/17/2025,="2245",3,*,27,10,*,10,25,12,56,*,24,90,*,
11/17/2025,="2300",3,*,31,11,*,13,13,28,70,*,24,97,*,
11/17/2025,="2315",3,*,42,6,*,10,12,6,56,*,18,71,*,
11/17/2025,="2330",3,*,21,10,*,7,19,13,40,*,16,86,*,
11/17/2025,="2345",3,*,24,6,*,5,8,1,35,*,11,55,*,
11/18/2025,="0000",3,*,14,10,*,4,7,0,23,*,10,41,*,
11/18/2025,="0015",3,*,9,1,*,1,0,0,24,*,6,42,*,
11/18/2025,="0030",3,*,9,4,*,0,0,0,15,*,8,39,*,
11/18/2025,="0045",3,*,6,7,*,0,0,0,19,*,1,33,*,
